loan_id,customer_id,loan_amount,loan_intent,interest_rate,loan_term_months,grade,dti_ratio,loan_status,application_date
LOAN-000717,CUST-000486,"$7,232.26",PERSONAL,7.51,48,A,0.2358,Fully Paid,2022-07-18
LOAN-000718,CUST-000487,"$12,183.69",PERSONAL,10.68,48,B,0.1893,Fully Paid,2022-05-02
LOAN-000719,CUST-000487,"$18,690.50",PERSONAL,10.10,48,B,0.1603,Fully Paid,2022-05-08
LOAN-000720,CUST-000488,"$3,028.96",MEDICAL,13.08,12,C,0.3368,Fully Paid,2023-03-02
LOAN-000721,CUST-000489,"$8,218.80",DEBTCONSOLIDATION,9.98,48,B,0.1088,Fully Paid,2022-11-16
LOAN-000722,CUST-000489,"$5,436.21",VENTURE,10.00,36,B,0.2101,Current,2022-09-21
LOAN-000723,CUST-000490,"$2,122.72",VENTURE,15.10,12,D,0.2456,Fully Paid,2022-04-11
LOAN-000724,CUST-000490,"$8,945.95",HOMEIMPROVEMENT,15.96,12,D,0.4545,Late (31-120 days),2022-05-31
LOAN-000725,CUST-000491,"$12,190.60",DEBTCONSOLIDATION,11.91,24,C,0.3026,Late (31-120 days),2022-05-25
LOAN-000726,CUST-000491,"$7,327.46",MEDICAL,14.79,36,D,0.1490,Late (31-120 days),2022-06-22
LOAN-000727,CUST-000492,"$26,786.38",PERSONAL,8.98,12,B,0.5667,Current,2022-10-16
LOAN-000728,CUST-000493,"$6,430.40",DEBTCONSOLIDATION,11.58,24,C,0.2345,Fully Paid,2022-07-17
LOAN-000729,CUST-000494,"$3,576.98",EDUCATION,14.23,60,C,0.0848,Fully Paid,2022-04-13
LOAN-000730,CUST-000495,"$9,041.95",VENTURE,13.34,12,C,0.6409,Fully Paid,2022-07-30
LOAN-000731,CUST-000495,"$4,759.56",HOMEIMPROVEMENT,16.23,36,D,0.3100,Current,2022-07-23
LOAN-000732,CUST-000496,"$28,434.16",MEDICAL,14.02,60,C,0.1203,Fully Paid,2022-05-06
LOAN-000733,CUST-000497,"$22,060.00",DEBTCONSOLIDATION,11.93,48,C,0.3154,Late (16-30 days),2022-09-15
LOAN-000734,CUST-000497,"$9,373.23",HOMEIMPROVEMENT,14.34,36,C,0.2386,Late (31-120 days),2022-11-07
LOAN-000735,CUST-000498,"$9,738.87",DEBTCONSOLIDATION,9.75,60,B,0.2274,Current,2023-03-17
LOAN-000736,CUST-000499,"$8,405.16",HOMEIMPROVEMENT,12.05,12,C,0.3436,Current,2022-05-06
LOAN-000737,CUST-000499,"$11,642.74",VENTURE,12.88,36,C,0.2892,Current,2022-05-28
LOAN-000738,CUST-000500,"$20,225.43",HOMEIMPROVEMENT,8.70,36,B,0.2846,Current,2022-09-07
LOAN-000739,CUST-000500,"$33,731.04",EDUCATION,11.02,12,B,0.5236,Current,2022-10-14
LOAN-000740,CUST-000501,"$6,386.99",MEDICAL,12.80,12,C,0.3545,Fully Paid,2022-06-28
LOAN-000741,CUST-000502,"$3,010.84",MEDICAL,15.89,36,D,0.0962,Current,2022-10-25
LOAN-000742,CUST-000503,"$3,767.27",MEDICAL,17.18,12,D,0.1997,Current,2022-12-07
LOAN-000743,CUST-000503,"$11,318.10",HOMEIMPROVEMENT,17.90,60,E,0.2662,Charged Off / Default,2022-11-03
LOAN-000744,CUST-000504,"$7,611.65",MEDICAL,11.63,24,C,0.3200,Current,2023-03-09
LOAN-000745,CUST-000505,"$4,133.42",HOMEIMPROVEMENT,16.67,36,D,0.2281,Charged Off / Default,2023-02-05
LOAN-000746,CUST-000506,"$26,067.86",MEDICAL,12.13,12,C,0.4017,Fully Paid,2022-12-20
LOAN-000747,CUST-000506,"$14,639.00",VENTURE,14.01,60,C,0.2314,Fully Paid,2022-11-25
LOAN-000748,CUST-000507,"$6,947.38",EDUCATION,14.05,48,C,0.3010,Fully Paid,2023-02-14
LOAN-000749,CUST-000508,"$7,981.65",HOMEIMPROVEMENT,14.98,24,D,0.1196,Late (31-120 days),2022-06-18
LOAN-000750,CUST-000509,"$8,454.84",DEBTCONSOLIDATION,14.68,36,D,0.2545,Fully Paid,2022-08-02
LOAN-000751,CUST-000510,"$11,278.51",VENTURE,10.13,60,B,0.1234,Current,2022-08-15
LOAN-000752,CUST-000510,"$22,310.73",MEDICAL,15.22,60,D,0.3083,Current,2022-08-01
LOAN-000753,CUST-000511,"$12,274.39",EDUCATION,8.43,24,A,0.2979,Fully Paid,2022-09-03
LOAN-000754,CUST-000512,"$7,270.59",EDUCATION,9.82,24,B,0.2423,Fully Paid,2022-05-01
LOAN-000755,CUST-000513,"$14,591.56",HOMEIMPROVEMENT,9.01,12,B,0.4423,Fully Paid,2022-06-24
LOAN-000756,CUST-000514,"$14,677.56",EDUCATION,11.03,24,B,0.3335,Current,2023-01-06
LOAN-000757,CUST-000514,"$10,268.43",MEDICAL,11.18,60,B,0.2042,Fully Paid,2022-12-15
LOAN-000758,CUST-000515,"$7,724.89",PERSONAL,10.77,36,B,0.3107,Fully Paid,2022-07-10
LOAN-000759,CUST-000515,"$5,690.20",PERSONAL,12.31,12,C,0.3482,Current,2022-07-16
LOAN-000760,CUST-000516,"$22,719.98",PERSONAL,12.59,36,C,0.2179,Fully Paid,2022-10-07
LOAN-000761,CUST-000516,"$31,654.25",PERSONAL,7.25,60,A,0.2546,Fully Paid,2022-11-20
LOAN-000762,CUST-000517,"$14,613.42",VENTURE,14.58,12,D,0.3759,Charged Off / Default,2022-09-06
LOAN-000763,CUST-000517,"$2,269.95",DEBTCONSOLIDATION,13.26,48,C,0.1856,Charged Off / Default,2022-10-01
LOAN-000764,CUST-000518,"$2,886.89",VENTURE,13.29,24,C,0.2361,Fully Paid,2022-04-24
LOAN-000765,CUST-000519,"$8,178.05",EDUCATION,10.01,12,B,0.3144,Fully Paid,2022-11-01
LOAN-000766,CUST-000519,"$2,246.09",VENTURE,8.68,12,B,0.3114,Fully Paid,2022-12-28
LOAN-000767,CUST-000520,"$3,184.20",MEDICAL,14.79,36,D,0.1973,Late (31-120 days),2022-07-04
LOAN-000768,CUST-000520,"$2,489.86",EDUCATION,14.71,36,D,0.1769,Fully Paid,2022-07-26
LOAN-000769,CUST-000521,"$5,875.59",EDUCATION,10.20,24,B,0.1938,Fully Paid,2022-09-16
LOAN-000770,CUST-000521,"$14,136.02",DEBTCONSOLIDATION,7.77,60,A,0.2238,Late (16-30 days),2022-08-13
LOAN-000771,CUST-000522,"$7,276.77",VENTURE,5.50,48,A,0.1099,Late (16-30 days),2023-02-18
LOAN-000772,CUST-000523,"$5,018.94",PERSONAL,10.46,60,B,0.2575,Current,2022-11-02
LOAN-000773,CUST-000523,"$5,582.62",PERSONAL,8.42,48,A,0.1384,Current,2022-09-30
LOAN-000774,CUST-000524,"$16,053.66",MEDICAL,10.23,60,B,0.1679,Current,2022-02-08
LOAN-000775,CUST-000524,"$7,010.60",PERSONAL,9.89,24,B,0.2071,Current,2022-03-17
LOAN-000776,CUST-000525,"$8,699.21",PERSONAL,14.86,60,D,0.2427,Late (16-30 days),2022-11-29
LOAN-000777,CUST-000525,"$18,230.89",HOMEIMPROVEMENT,14.01,24,C,0.2188,Late (31-120 days),2022-10-04
LOAN-000778,CUST-000526,"$16,311.93",EDUCATION,9.90,12,B,0.5456,Fully Paid,2022-12-25
LOAN-000779,CUST-000527,"$26,646.03",DEBTCONSOLIDATION,14.38,36,C,0.3579,Fully Paid,2023-02-14
LOAN-000780,CUST-000528,"$5,246.85",DEBTCONSOLIDATION,13.60,24,C,0.2751,Fully Paid,2022-09-28
LOAN-000781,CUST-000529,"$7,658.95",EDUCATION,5.95,48,A,0.1716,Fully Paid,2023-03-20
LOAN-000782,CUST-000530,"$5,371.87",PERSONAL,17.39,48,D,0.2589,Fully Paid,2022-06-05
LOAN-000783,CUST-000531,"$34,966.89",PERSONAL,10.06,24,B,0.3254,Fully Paid,2022-05-28
LOAN-000784,CUST-000531,"$8,830.24",EDUCATION,9.63,60,B,0.2391,Current,2022-05-16
LOAN-000785,CUST-000532,"$23,052.37",DEBTCONSOLIDATION,5.50,12,A,0.3646,Fully Paid,2022-03-05
LOAN-000786,CUST-000533,"$14,553.09",PERSONAL,17.76,60,E,0.3100,Charged Off / Default,2022-11-16
LOAN-000787,CUST-000534,"$10,296.64",HOMEIMPROVEMENT,14.01,12,C,0.4047,Current,2022-09-07
LOAN-000788,CUST-000534,"$2,729.90",VENTURE,12.45,60,C,0.2238,Current,2022-09-09
LOAN-000789,CUST-000535,"$3,121.41",MEDICAL,15.35,36,D,0.1941,Fully Paid,2023-03-23
LOAN-000790,CUST-000536,"$23,855.48",MEDICAL,13.92,24,C,0.2794,Current,2023-01-05
LOAN-000791,CUST-000537,"$9,727.47",VENTURE,17.28,48,D,0.2142,Charged Off / Default,2022-06-26
LOAN-000792,CUST-000537,"$14,803.16",MEDICAL,18.47,24,E,0.2526,Charged Off / Default,2022-08-24
LOAN-000793,CUST-000538,"$13,331.21",EDUCATION,12.41,36,C,0.3067,Fully Paid,2022-06-29
LOAN-000794,CUST-000538,"$11,483.30",MEDICAL,10.46,48,B,0.2165,Fully Paid,2022-09-25
LOAN-000795,CUST-000539,"$13,725.46",PERSONAL,11.23,24,B,0.3255,Late (16-30 days),2022-11-21
LOAN-000796,CUST-000539,"$5,632.93",VENTURE,6.79,60,A,0.1824,Current,2023-01-05
LOAN-000797,CUST-000540,"$7,051.57",EDUCATION,7.98,24,A,0.3214,Fully Paid,2023-03-14
LOAN-000798,CUST-000540,"$14,221.85",DEBTCONSOLIDATION,8.80,60,B,0.2737,Fully Paid,2023-02-12
LOAN-000799,CUST-000541,"$8,155.04",VENTURE,12.69,60,C,0.0843,Fully Paid,2022-06-28
LOAN-000800,CUST-000541,"$7,235.64",PERSONAL,14.93,12,D,0.2831,Fully Paid,2022-07-16
LOAN-000801,CUST-000542,"$28,863.42",VENTURE,11.51,60,C,0.2720,Late (31-120 days),2022-04-16
LOAN-000802,CUST-000543,"$11,411.94",EDUCATION,10.54,60,B,0.1619,Current,2023-02-14
LOAN-000803,CUST-000543,"$9,465.01",DEBTCONSOLIDATION,12.48,48,C,0.1272,Current,2023-01-19
LOAN-000804,CUST-000544,"$7,710.43",HOMEIMPROVEMENT,16.61,12,D,0.5233,Late (16-30 days),2022-06-29
LOAN-000805,CUST-000545,"$28,248.07",HOMEIMPROVEMENT,13.86,24,C,0.4257,Charged Off / Default,2022-06-30
LOAN-000806,CUST-000546,"$3,727.58",MEDICAL,12.35,24,C,0.1748,Current,2022-06-17
LOAN-000807,CUST-000547,"$14,181.85",VENTURE,16.17,36,D,0.2845,Late (31-120 days),2022-07-13
LOAN-000808,CUST-000548,"$16,455.39",PERSONAL,10.40,48,B,0.1949,Current,2022-02-22
LOAN-000809,CUST-000548,"$18,302.15",VENTURE,10.30,48,B,0.2704,Current,2022-03-29
LOAN-000810,CUST-000549,"$6,850.47",PERSONAL,9.29,48,B,0.1820,Current,2022-08-07
LOAN-000811,CUST-000549,"$20,060.56",VENTURE,8.94,48,B,0.2434,Late (16-30 days),2022-07-14
LOAN-000812,CUST-000550,"$3,077.53",DEBTCONSOLIDATION,6.05,36,A,0.1584,Current,2022-07-17
LOAN-000813,CUST-000550,"$10,406.21",MEDICAL,6.57,24,A,0.2008,Fully Paid,2022-06-09
LOAN-000814,CUST-000551,"$2,259.30",EDUCATION,10.39,12,B,0.2946,Fully Paid,2022-05-16
LOAN-000815,CUST-000551,"$9,024.36",EDUCATION,13.10,24,C,0.3703,Current,2022-03-28
LOAN-000816,CUST-000552,"$2,609.21",DEBTCONSOLIDATION,11.68,36,C,0.1342,Late (16-30 days),2022-07-08
LOAN-000817,CUST-000553,"$3,025.83",DEBTCONSOLIDATION,12.23,48,C,0.2248,Fully Paid,2022-11-08
LOAN-000818,CUST-000553,"$4,473.34",EDUCATION,12.30,24,C,0.1657,Fully Paid,2022-11-08
LOAN-000819,CUST-000554,"$12,665.28",DEBTCONSOLIDATION,13.06,36,C,0.1978,Late (31-120 days),2023-03-29
LOAN-000820,CUST-000554,"$14,731.72",PERSONAL,12.99,12,C,0.4706,Late (31-120 days),2023-02-17
LOAN-000821,CUST-000555,"$27,709.73",VENTURE,6.48,36,A,0.3204,Fully Paid,2023-01-11
LOAN-000822,CUST-000556,"$13,350.12",EDUCATION,12.85,36,C,0.1551,Fully Paid,2022-09-04
LOAN-000823,CUST-000557,"$14,129.15",VENTURE,11.90,36,C,0.3516,Current,2022-12-07
LOAN-000824,CUST-000558,"$18,451.16",VENTURE,8.63,48,B,0.2388,Current,2022-08-20
LOAN-000825,CUST-000558,"$2,596.85",PERSONAL,7.77,24,A,0.2624,Current,2022-09-28
LOAN-000826,CUST-000559,"$16,544.45",HOMEIMPROVEMENT,12.18,24,C,0.2058,Current,2022-12-02
LOAN-000827,CUST-000560,"$11,315.05",VENTURE,9.04,24,B,0.2953,Current,2022-07-30
LOAN-000828,CUST-000561,"$5,193.56",DEBTCONSOLIDATION,10.20,24,B,0.0979,Fully Paid,2023-02-14
LOAN-000829,CUST-000562,"$11,381.25",MEDICAL,9.18,60,B,0.1490,Fully Paid,2022-03-27
LOAN-000830,CUST-000563,"$6,366.76",VENTURE,12.49,12,C,0.2068,Fully Paid,2022-05-21
LOAN-000831,CUST-000564,"$14,489.84",PERSONAL,12.01,60,C,0.1487,Late (16-30 days),2022-10-06
LOAN-000832,CUST-000564,"$13,479.13",EDUCATION,11.74,12,C,0.2871,Current,2022-09-23
LOAN-000833,CUST-000565,"$25,207.48",MEDICAL,13.42,24,C,0.4119,Fully Paid,2022-07-27
LOAN-000834,CUST-000566,"$19,520.56",PERSONAL,9.70,36,B,0.1774,Current,2022-02-01
LOAN-000835,CUST-000566,"$7,935.01",PERSONAL,10.07,60,B,0.2724,Current,2022-03-12
LOAN-000836,CUST-000567,"$15,864.40",VENTURE,14.14,24,C,0.3007,Fully Paid,2022-05-06
LOAN-000837,CUST-000568,"$7,136.81",MEDICAL,8.62,36,B,0.1592,Current,2022-09-02
LOAN-000838,CUST-000568,"$22,048.02",PERSONAL,10.30,60,B,0.2505,Fully Paid,2022-07-31
LOAN-000839,CUST-000569,"$17,318.85",PERSONAL,13.11,36,C,0.3020,Current,2022-09-11
LOAN-000840,CUST-000569,"$5,533.70",EDUCATION,12.97,60,C,0.2750,Current,2022-09-04
LOAN-000841,CUST-000570,"$5,108.68",DEBTCONSOLIDATION,5.51,48,A,0.0917,Fully Paid,2022-02-01
LOAN-000842,CUST-000570,"$6,277.51",HOMEIMPROVEMENT,7.95,48,A,0.1930,Current,2022-03-11
LOAN-000843,CUST-000571,"$11,538.15",MEDICAL,11.33,36,B,0.2802,Current,2022-08-09
LOAN-000844,CUST-000571,"$10,403.12",MEDICAL,12.82,24,C,0.3021,Fully Paid,2022-07-09
LOAN-000845,CUST-000572,"$11,797.40",DEBTCONSOLIDATION,9.57,36,B,0.1543,Late (31-120 days),2022-05-23
LOAN-000846,CUST-000572,"$2,523.48",PERSONAL,13.67,60,C,0.2074,Fully Paid,2022-03-01
LOAN-000847,CUST-000573,"$5,957.81",PERSONAL,9.15,48,B,0.1638,Late (16-30 days),2022-08-20
LOAN-000848,CUST-000573,"$2,654.38",EDUCATION,11.64,60,C,0.2673,Fully Paid,2022-07-24
LOAN-000849,CUST-000574,"$33,036.81",EDUCATION,10.93,12,B,0.5853,Current,2023-03-06
LOAN-000850,CUST-000575,"$7,325.21",MEDICAL,8.04,12,A,0.3767,Fully Paid,2022-05-07
LOAN-000851,CUST-000575,"$11,112.46",HOMEIMPROVEMENT,9.32,48,B,0.2832,Current,2022-06-18
LOAN-000852,CUST-000576,"$18,252.66",VENTURE,10.04,60,B,0.2323,Fully Paid,2022-07-30
LOAN-000853,CUST-000576,"$5,725.09",VENTURE,10.96,12,B,0.3511,Current,2022-06-13
LOAN-000854,CUST-000577,"$9,695.99",HOMEIMPROVEMENT,12.15,60,C,0.1141,Late (16-30 days),2022-06-03
LOAN-000855,CUST-000578,"$11,792.78",VENTURE,11.34,36,B,0.1600,Fully Paid,2023-01-18
LOAN-000856,CUST-000578,"$31,714.13",DEBTCONSOLIDATION,11.91,24,C,0.2181,Fully Paid,2022-11-13
LOAN-000857,CUST-000579,"$11,863.08",HOMEIMPROVEMENT,12.44,12,C,0.5525,Current,2023-01-23
LOAN-000858,CUST-000579,"$10,549.63",PERSONAL,16.25,24,D,0.2946,Late (31-120 days),2023-01-12
LOAN-000859,CUST-000580,"$8,016.67",DEBTCONSOLIDATION,8.99,48,B,0.1399,Fully Paid,2022-06-20
LOAN-000860,CUST-000581,"$5,958.14",MEDICAL,14.18,12,C,0.2158,Late (31-120 days),2022-03-31
LOAN-000861,CUST-000582,"$22,544.22",EDUCATION,17.90,24,E,0.2071,Current,2022-07-31
LOAN-000862,CUST-000583,"$3,232.84",PERSONAL,12.66,36,C,0.1642,Late (16-30 days),2022-05-05
LOAN-000863,CUST-000584,"$2,046.07",MEDICAL,8.60,60,B,0.1451,Fully Paid,2023-01-18
LOAN-000864,CUST-000585,"$17,346.50",EDUCATION,9.03,36,B,0.2307,Fully Paid,2022-05-14
LOAN-000865,CUST-000585,"$12,355.77",PERSONAL,8.39,60,A,0.2093,Fully Paid,2022-05-11
LOAN-000866,CUST-000586,"$26,826.52",VENTURE,12.70,12,C,0.6160,Current,2022-09-01
LOAN-000867,CUST-000586,"$15,732.16",HOMEIMPROVEMENT,8.88,24,B,0.2299,Current,2022-12-02
LOAN-000868,CUST-000587,"$11,563.00",EDUCATION,10.10,36,B,0.2667,Current,2022-02-19
LOAN-000869,CUST-000587,"$7,430.75",VENTURE,12.60,60,C,0.1839,Late (16-30 days),2022-03-31
LOAN-000870,CUST-000588,"$29,753.72",EDUCATION,14.54,36,D,0.2385,Fully Paid,2022-07-03
LOAN-000871,CUST-000588,"$21,577.71",VENTURE,12.31,48,C,0.2607,Fully Paid,2022-07-06
LOAN-000872,CUST-000589,"$3,537.96",VENTURE,12.59,60,C,0.2371,Fully Paid,2022-11-21
LOAN-000873,CUST-000589,"$7,569.85",EDUCATION,11.05,24,B,0.3034,Current,2022-10-31
LOAN-000874,CUST-000590,"$12,343.37",PERSONAL,12.42,36,C,0.2751,Late (16-30 days),2022-05-23
LOAN-000875,CUST-000591,"$10,526.34",EDUCATION,9.85,60,B,0.2300,Late (16-30 days),2022-07-24
LOAN-000876,CUST-000592,"$9,083.93",DEBTCONSOLIDATION,10.51,24,B,0.4211,Fully Paid,2022-11-14
LOAN-000877,CUST-000592,"$3,955.90",DEBTCONSOLIDATION,14.09,48,C,0.1715,Fully Paid,2022-09-08
LOAN-000878,CUST-000593,"$11,913.79",DEBTCONSOLIDATION,9.96,36,B,0.1687,Current,2022-11-14
LOAN-000879,CUST-000594,"$32,914.92",VENTURE,14.66,60,D,0.1387,Fully Paid,2022-09-24
LOAN-000880,CUST-000594,"$28,395.19",DEBTCONSOLIDATION,15.81,24,D,0.3876,Fully Paid,2022-07-11
LOAN-000881,CUST-000595,"$2,580.45",DEBTCONSOLIDATION,11.73,24,C,0.2698,Fully Paid,2022-11-30
LOAN-000882,CUST-000596,"$7,633.50",MEDICAL,7.63,24,A,0.1805,Late (16-30 days),2022-12-12
LOAN-000883,CUST-000596,"$12,860.00",MEDICAL,7.86,48,A,0.2691,Fully Paid,2023-01-03
LOAN-000884,CUST-000597,"$3,285.18",HOMEIMPROVEMENT,14.46,48,C,0.1164,Fully Paid,2022-08-20
LOAN-000885,CUST-000598,"$20,080.81",MEDICAL,14.47,48,C,0.2058,Current,2022-09-16
LOAN-000886,CUST-000598,"$12,064.37",DEBTCONSOLIDATION,15.90,24,D,0.1963,Fully Paid,2022-08-05
LOAN-000887,CUST-000599,"$6,587.29",PERSONAL,9.43,12,B,0.5970,Fully Paid,2023-01-25
LOAN-000888,CUST-000600,"$4,038.41",MEDICAL,14.47,24,C,0.1174,Current,2022-06-16
LOAN-000889,CUST-000601,"$7,089.15",EDUCATION,10.04,48,B,0.2544,Fully Paid,2023-02-16
LOAN-000890,CUST-000602,"$19,760.39",PERSONAL,10.42,12,B,0.5915,Fully Paid,2022-09-26
LOAN-000891,CUST-000602,"$15,771.32",HOMEIMPROVEMENT,9.68,24,B,0.2770,Late (16-30 days),2022-12-15
LOAN-000892,CUST-000603,"$26,960.91",HOMEIMPROVEMENT,13.09,24,C,0.4227,Current,2022-05-14
LOAN-000893,CUST-000604,"$4,169.67",DEBTCONSOLIDATION,9.21,12,B,0.2665,Fully Paid,2022-10-16
LOAN-000894,CUST-000604,"$4,199.84",EDUCATION,12.59,60,C,0.1316,Current,2022-09-04
LOAN-000895,CUST-000605,"$3,636.77",VENTURE,12.51,12,C,0.3497,Fully Paid,2022-07-28
LOAN-000896,CUST-000605,"$4,522.98",HOMEIMPROVEMENT,9.71,60,B,0.2475,Fully Paid,2022-07-08
LOAN-000897,CUST-000606,"$17,996.93",DEBTCONSOLIDATION,13.17,12,C,0.3542,Current,2023-01-20
LOAN-000898,CUST-000607,"$2,666.82",MEDICAL,7.59,36,A,0.2396,Fully Paid,2022-07-12
LOAN-000899,CUST-000608,"$8,880.17",VENTURE,12.04,12,C,0.4161,Current,2022-06-27
LOAN-000900,CUST-000608,"$9,877.18",PERSONAL,12.52,24,C,0.1836,Late (31-120 days),2022-06-03
LOAN-000901,CUST-000609,"$25,592.63",VENTURE,10.86,48,B,0.2049,Current,2022-08-08
LOAN-000902,CUST-000609,"$27,188.85",VENTURE,10.83,12,B,0.6269,Current,2022-06-17
LOAN-000903,CUST-000610,"$5,184.29",PERSONAL,13.92,36,C,0.1515,Fully Paid,2022-12-24
LOAN-000904,CUST-000610,"$11,990.51",DEBTCONSOLIDATION,16.25,48,D,0.2828,Current,2022-10-31
LOAN-000905,CUST-000611,"$16,099.50",EDUCATION,11.64,36,C,0.2265,Fully Paid,2022-06-09
LOAN-000906,CUST-000611,"$17,744.75",DEBTCONSOLIDATION,9.39,48,B,0.2777,Fully Paid,2022-07-19
LOAN-000907,CUST-000612,"$6,280.89",EDUCATION,12.24,36,C,0.1144,Fully Paid,2023-01-25
LOAN-000908,CUST-000613,"$5,107.23",MEDICAL,16.56,60,D,0.2356,Charged Off / Default,2022-08-17
LOAN-000909,CUST-000613,"$13,075.50",PERSONAL,15.54,24,D,0.3521,Fully Paid,2022-09-19
LOAN-000910,CUST-000614,"$2,242.83",PERSONAL,10.95,24,B,0.1482,Current,2022-10-03
LOAN-000911,CUST-000614,"$2,258.05",EDUCATION,13.44,48,C,0.2282,Fully Paid,2022-11-10
LOAN-000912,CUST-000615,"$10,666.71",MEDICAL,10.13,36,B,0.3710,Fully Paid,2022-04-10
LOAN-000913,CUST-000616,"$2,747.82",EDUCATION,18.09,36,E,0.0794,Fully Paid,2022-12-15
LOAN-000914,CUST-000617,"$21,600.03",PERSONAL,15.72,36,D,0.2944,Charged Off / Default,2022-09-11
LOAN-000915,CUST-000617,"$20,354.03",MEDICAL,15.11,24,D,0.3851,Fully Paid,2022-07-21
LOAN-000916,CUST-000618,"$7,228.65",DEBTCONSOLIDATION,12.47,48,C,0.1291,Current,2022-03-16
LOAN-000917,CUST-000618,"$3,562.63",PERSONAL,12.49,48,C,0.2047,Current,2022-05-06
LOAN-000918,CUST-000619,"$6,675.32",HOMEIMPROVEMENT,5.50,36,A,0.2651,Fully Paid,2022-12-19
LOAN-000919,CUST-000620,"$9,837.83",PERSONAL,11.00,24,B,0.1852,Current,2022-09-01
LOAN-000920,CUST-000620,"$24,243.68",HOMEIMPROVEMENT,12.25,48,C,0.2566,Fully Paid,2022-09-02
LOAN-000921,CUST-000621,"$7,737.27",VENTURE,16.06,48,D,0.0877,Late (31-120 days),2023-01-07
LOAN-000922,CUST-000621,"$25,938.46",MEDICAL,13.52,12,C,0.6437,Fully Paid,2023-01-03
LOAN-000923,CUST-000622,"$6,508.43",MEDICAL,7.68,24,A,0.3145,Fully Paid,2022-04-19
LOAN-000924,CUST-000623,"$20,799.49",VENTURE,9.21,12,B,0.4987,Fully Paid,2023-01-30
LOAN-000925,CUST-000623,"$14,801.95",DEBTCONSOLIDATION,13.15,48,C,0.2667,Current,2022-12-04
LOAN-000926,CUST-000624,"$8,189.17",HOMEIMPROVEMENT,7.60,60,A,0.2135,Current,2022-09-25
LOAN-000927,CUST-000624,"$29,643.11",EDUCATION,8.19,60,A,0.2905,Fully Paid,2022-09-03
LOAN-000928,CUST-000625,"$6,779.75",MEDICAL,10.33,36,B,0.2608,Current,2022-09-08
LOAN-000929,CUST-000625,"$25,592.89",PERSONAL,8.67,36,B,0.3213,Current,2022-09-12
LOAN-000930,CUST-000626,"$6,922.35",VENTURE,9.84,36,B,0.1213,Current,2023-03-16
LOAN-000931,CUST-000626,"$18,435.40",VENTURE,10.34,48,B,0.3490,Current,2023-02-23
LOAN-000932,CUST-000627,"$6,998.68",PERSONAL,10.19,48,B,0.2410,Fully Paid,2022-05-09
LOAN-000933,CUST-000627,"$15,112.92",PERSONAL,10.91,60,B,0.1584,Fully Paid,2022-06-11
LOAN-000934,CUST-000628,"$14,635.28",DEBTCONSOLIDATION,13.65,12,C,0.5546,Fully Paid,2022-09-27
LOAN-000935,CUST-000629,"$6,081.45",DEBTCONSOLIDATION,16.73,36,D,0.3165,Fully Paid,2022-10-30
LOAN-000936,CUST-000630,"$4,873.74",VENTURE,11.13,12,B,0.2670,Late (31-120 days),2022-08-20
LOAN-000937,CUST-000631,"$5,977.50",HOMEIMPROVEMENT,8.87,12,B,0.4077,Current,2022-06-15
LOAN-000938,CUST-000632,"$5,984.48",VENTURE,11.94,48,C,0.2382,Fully Paid,2022-04-08
LOAN-000939,CUST-000633,"$38,078.51",PERSONAL,10.08,24,B,0.3222,Fully Paid,2022-10-21
LOAN-000940,CUST-000634,"$12,980.24",PERSONAL,13.07,24,C,0.1688,Current,2022-05-28
LOAN-000941,CUST-000635,"$4,197.04",HOMEIMPROVEMENT,17.20,24,D,0.2422,Late (31-120 days),2023-02-26
LOAN-000942,CUST-000636,"$2,364.87",DEBTCONSOLIDATION,11.58,60,C,0.0807,Late (16-30 days),2022-02-12
LOAN-000943,CUST-000636,"$18,611.11",VENTURE,10.86,48,B,0.2164,Current,2022-04-19
LOAN-000944,CUST-000637,"$10,518.01",EDUCATION,10.85,60,B,0.2674,Fully Paid,2022-03-11
LOAN-000945,CUST-000637,"$38,873.86",VENTURE,12.56,12,C,0.6668,Current,2022-02-26
LOAN-000946,CUST-000638,"$2,051.89",HOMEIMPROVEMENT,10.47,36,B,0.1360,Current,2022-11-28
LOAN-000947,CUST-000638,"$6,803.60",HOMEIMPROVEMENT,12.85,24,C,0.2988,Fully Paid,2022-12-21
LOAN-000948,CUST-000639,"$5,718.25",MEDICAL,12.29,24,C,0.1809,Fully Paid,2022-06-18
LOAN-000949,CUST-000639,"$18,615.91",MEDICAL,14.20,36,C,0.3120,Current,2022-07-22
LOAN-000950,CUST-000640,"$17,502.01",DEBTCONSOLIDATION,8.86,36,B,0.3485,Fully Paid,2022-07-23
LOAN-000951,CUST-000640,"$6,814.70",HOMEIMPROVEMENT,10.59,60,B,0.1928,Current,2022-07-18
LOAN-000952,CUST-000641,"$2,884.20",MEDICAL,9.91,24,B,0.1508,Current,2022-07-23
LOAN-000953,CUST-000642,"$18,691.85",PERSONAL,10.82,36,B,0.1939,Current,2022-07-02
LOAN-000954,CUST-000643,"$16,542.19",DEBTCONSOLIDATION,9.44,48,B,0.1891,Late (16-30 days),2022-10-16
LOAN-000955,CUST-000644,"$21,448.28",HOMEIMPROVEMENT,11.84,12,C,0.4276,Late (31-120 days),2022-05-22
LOAN-000956,CUST-000645,"$11,410.54",VENTURE,13.46,36,C,0.3072,Current,2022-03-01
LOAN-000957,CUST-000646,"$5,622.38",PERSONAL,11.75,24,C,0.2010,Current,2022-08-06
